Tag_A,Attr_A_Name,Attr_A_Value,Relationship,Rel_Att_Name_1,Rel_Att_Value_1,Rel_Att_Name_2,Rel_Att_Value_2,Tag_B,Attr_B_Name,Attr_B_Value
General_Sea_Area,Name,Brattegard zone 12,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 13,Part_of,,,,,IHO_Sea_Area,Name,Norwegian Sea
General_Sea_Area,Name,Brattegard zone 13,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 14,Part_of,,,,,IHO_Sea_Area,Name,Norwegian Sea
General_Sea_Area,Name,Brattegard zone 14,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 15,Part_of,,,,,IHO_Sea_Area,Name,Norwegian Sea
General_Sea_Area,Name,Brattegard zone 15,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 16,Part_of,,,,,IHO_Sea_Area,Name,Norwegian Sea
General_Sea_Area,Name,Brattegard zone 16,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 17,Part_of,,,,,IHO_Sea_Area,Name,Norwegian Sea
General_Sea_Area,Name,Brattegard zone 17,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone18,Part_of,,,,,IHO_Sea_Area,Name,Norwegian Sea
General_Sea_Area,Name,Brattegard zone18,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 19,Part_of,,,,,IHO_Sea_Area,Name,Norwegian Sea
General_Sea_Area,Name,Brattegard zone 19,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 20,Part_of,,,,,IHO_Sea_Area,Name,Norwegian Sea
General_Sea_Area,Name,Brattegard zone 20,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 21,Part_of,,,,,IHO_Sea_Area,Name,Norwegian Sea
General_Sea_Area,Name,Brattegard zone 21,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 22,Part_of,,,,,IHO_Sea_Area,Name,Norwegian Sea
General_Sea_Area,Name,Brattegard zone 22,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 23,Part_of,,,,,IHO_Sea_Area,Name,Norwegian Sea
General_Sea_Area,Name,Brattegard zone 23,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 24,Part_of,,,,,IHO_Sea_Area,Name,Barentsz Sea
General_Sea_Area,Name,Brattegard zone 24,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 25,Part_of,,,,,IHO_Sea_Area,Name,Barentsz Sea
General_Sea_Area,Name,Brattegard zone 25,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Brattegard zone 26,Part_of,,,,,IHO_Sea_Area,Name,Barentsz Sea
General_Sea_Area,Name,Brattegard zone 26,Adjacent_to,,,,,Nation,Name,Norway
General_Sea_Area,Name,Off Bantry Bay,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Off West Coast,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Irish West Coast,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Irish West Coast,Adjacent_to,,,,,Nation,Name,Ireland
General_Sea_Area,Name,Irish South Coast,Part_of,,,,,IHO_Sea_Area,Name,Celtic Sea
General_Sea_Area,Name,Irish Southwest Coast,Part_of,,,,,IHO_Sea_Area,Name,Celtic Sea
General_Sea_Area,Name,Off Irish Southwest Coast,Part_of,,,,,IHO_Sea_Area,Name,Celtic Sea
General_Sea_Area,Name,Off North West,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Off Rockall,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Off Cork Harbour,Part_of,,,,,IHO_Sea_Area,Name,Celtic Sea
General_Sea_Area,Name,Off Skelligs,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Off Tearaght,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Off Blackrock,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Off Eagle Island,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Off County Mayo,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Off County Kerry,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Aleutian-Kurile,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
General_Sea_Area,Name,Aleutian-Kurile,Part_of,,,,,IHO_Sea_Area,Name,Sea of Okhotsk
General_Sea_Area,Name,Aleutian-Kurile,Part_of,,,,,IHO_Sea_Area,Name,Bering Sea
Sea,Name,Antilles Sea,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
Sea,Name,Antilles Sea,Similar_to,,,,,IHO_Sea_Area,Name,Caribbean Sea
Strait,Name,Cabot Strait,Part_of,,,,,IHO_Sea_Area,Name,Gulf of Saint Lawrence
Strait,Name,Flinders Passage,Part_of,,,,,General_Sea_Area,Name,Coastal Waters of Great Barrier Reefs
Strait,Name,Strait of Magellan,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
Strait,Name,Strait of Magellan,Adjacent_to,,,,,Nation,Name,Chile
Strait,Name,Bab al Mandab Strait,Part_of,,,,,IHO_Sea_Area,Name,Gulf of Aden
Strait,Name,Bab al Mandab Strait,Part_of,,,,,IHO_Sea_Area,Name,Red Sea
General_Sea_Area,Name,Eastern Atlantic,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,Eastern Tropical Atlantic,Part_of,,,,,General_Sea_Area,Name,Tropical Atlantic
General_Sea_Area,Name,Iberian Atlantic,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,Middle Atlantic,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,Moroccan Atlantic,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Moroccan Atlantic,Adjacent_to,,,,,Nation,Name,Morocco
General_Sea_Area,Name,North European Atlantic,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Subtropical Atlantic,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,West Caribbean Sea,Part_of,,,,,IHO_Sea_Area,Name,Caribbean Sea
General_Sea_Area,Name,Tropical West Atlantic,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
Strait,Name,Moraine Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Penola Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Nelson Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Issledovateley Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Bransfield Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,"Magnitologov, proliv",Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Kitano-seto Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Huanglong Xia,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Sea,Name,Sea Leopard Patch,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Styles Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Boyd Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Lewthwaite Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,White Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Katsui Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Minamino-seto Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Kitovyy Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Reynolds Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Kista Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Pendleton Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Sea,Name,Dumont d'Urville Sea,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Ellis Narrows,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Sea,Name,Kong Håkon VII Hav,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Glacier Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Orléans Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Nishino-seto Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Rogatka Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Stefansson Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,McFarlane Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Nakano-seto Strait,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Sea,Name,Mawson Sea,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,"Uzkij, proliv",Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
General_Sea_Area,Name,East Pacific,Part_of,,,,,Ocean,Name,Pacific Ocean
General_Sea_Area,Name,Indo-Pacific Ocean,Part_of,,,,,Ocean,Name,Pacific Ocean
General_Sea_Area,Name,West Pacific Ocean,Part_of,,,,,Ocean,Name,Pacific Ocean
General_Sea_Area,Name,West Atlantic,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,Tropical Atlantic,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,Indo West Pacific,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
General_Sea_Area,Name,West Mediterranean,Part_of,,,,,IHO_Sea_Area,Name,Mediterranean Sea
General_Sea_Area,Name,West Mediterranean,Similar_to,,,,,IHO_Sea_Area,Name,Mediterranean Sea - Western Basin
Sea,Name,Clyde Sea Area,Part_of,,,,,IHO_Sea_Area,Name,Inner Seas off the West Coast of Scotland
Sea,Name,Clyde Sea Area,Adjacent_to,,,,,Country,Name,Scotland
General_Sea_Area,Name,Eastern Gulf of Finland,Part_of,,,,,IHO_Sea_Area,Name,Gulf of Finland
General_Sea_Area,Name,North Eastern Baltic,Part_of,,,,,IHO_Sea_Area,Name,Baltic Sea
General_Sea_Area,Name,Off Banjul,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Off Banjul,Adjacent_to,,,,,Nation,Name,Gambia
General_Sea_Area,Name,North West Mediterranean,Part_of,,,,,IHO_Sea_Area,Name,Mediterranean Sea - Western Basin
General_Sea_Area,Name,West Central Pacific,Part_of,,,,,Ocean,Name,Pacific Ocean
General_Sea_Area,Name,South East Atlantic,Part_of,,,,,IHO_Sea_Area,Name,South Atlantic Ocean
General_Sea_Area,Name,South East Mediterranean,Part_of,,,,,IHO_Sea_Area,Name,Mediterranean Sea - Eastern Basin
General_Sea_Area,Name,Northern Tyrrhenian Sea,Part_of,,,,,IHO_Sea_Area,Name,Tyrrhenian Sea
General_Sea_Area,Name,Southern Tyrrhenian Sea,Part_of,,,,,IHO_Sea_Area,Name,Tyrrhenian Sea
General_Sea_Area,Name,Off Pelagian Islands and Maltese Archipelago,Part_of,,,,,IHO_Sea_Area,Name,Mediterranean Sea - Eastern Basin
General_Sea_Area,Name,Southern Adriatic Sea,Part_of,,,,,IHO_Sea_Area,Name,Adriatic Sea
General_Sea_Area,Name,Central Adriatic Sea,Part_of,,,,,IHO_Sea_Area,Name,Adriatic Sea
Strait,Name,Basilan Strait,Part_of,,,,,IHO_Sea_Area,Name,Sulu Sea
Strait,Name,Mindoro Strait,Part_of,,,,,General_Sea_Area,Name,West Pacific Ocean
Strait,Name,Mindoro Strait,Adjacent_to,,,,,Nation,Name,Philippines
General_Sea_Area,Name,Central Tyrrheniann Sea,Part_of,,,,,IHO_Sea_Area,Name,Tyrrhenian Sea
General_Sea_Area,Name,Central Tyrrheniann Sea,Adjacent_to,,,,,Nation,Name,France
General_Sea_Area,Name,Central Tyrrheniann Sea,Adjacent_to,,,,,Nation,Name,Italy
General_Sea_Area,Name,East Mediterranean,Part_of,,,,,IHO_Sea_Area,Name,Mediterranean Sea
General_Sea_Area,Name,East Mediterranean,Similar_to,,,,,IHO_Sea_Area,Name,Mediterranean Sea - Eastern Basin
General_Sea_Area,Name,North Japan Sea,Part_of,,,,,IHO_Sea_Area,Name,Japan Sea
General_Sea_Area,Name,North West Arabian Sea,Part_of,,,,,IHO_Sea_Area,Name,Arabian Sea
General_Sea_Area,Name,Northern Arabian Sea,Part_of,,,,,IHO_Sea_Area,Name,Arabian Sea
General_Sea_Area,Name,North West Ionian Sea,Part_of,,,,,IHO_Sea_Area,Name,Ionian Sea
Sea,Name,Sargasso Sea,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,South East Adriatic Sea,Part_of,,,,,IHO_Sea_Area,Name,Adriatic Sea
General_Sea_Area,Name,South West Black Sea,Part_of,,,,,IHO_Sea_Area,Name,Black Sea
General_Sea_Area,Name,West Ionian Sea,Part_of,,,,,IHO_Sea_Area,Name,Ionian Sea
Sea,Name,Seto Inland Sea,Part_of,,,,,Nation,Name,Japan
Sea,Name,Seto Inland Sea,Similar_to,,,,,IHO_Sea_Area,Name,Inland Sea
Sea,Name,Harima-nada,Part_of,,,,,Nation,Name,Japan
Strait,Name,Foveaux Strait,Part_of,,,,,Nation,Name,New Zealand
Strait,Name,Girlo Yasenskoye,Part_of,,,,,IHO_Sea_Area,Name,Black Sea
Sea,Name,Davis Sea,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
General_Sea_Area,Name,Atlantic Sector of the Southern Ocean,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
General_Sea_Area,Name,Atlantic Sector of the Southern Ocean,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,Eastern Baltic Sea,Part_of,,,,,IHO_Sea_Area,Name,Baltic Sea
General_Sea_Area,Name,Boreal Arctic,Part_of,,,,,IHO_Sea_Area,Name,Arctic Ocean
General_Sea_Area,Name,Boreal Atlantic,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,Boreal Pacific,Part_of,,,,,Ocean,Name,Pacific Ocean
General_Sea_Area,Name,Central Atlantic Ocean,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,Central North Sea,Part_of,,,,,IHO_Sea_Area,Name,North Sea
Strait,Name,Dampier Strait,Part_of,,,,,IHO_Sea_Area,Name,Solomon Sea
Strait,Name,Dampier Strait,Adjacent_to,,,,,Nation,Name,Papua New Guinea
General_Sea_Area,Name,Deep Gulf of Mexico,Part_of,,,,,IHO_Sea_Area,Name,Gulf of Mexico
General_Sea_Area,Name,East Indian Ocean,Part_of,,,,,IHO_Sea_Area,Name,Indian Ocean
General_Sea_Area,Name,Eastern Channel,Part_of,,,,,IHO_Sea_Area,Name,English Channel
General_Sea_Area,Name,Eastern Channel,Adjacent_to,,,,,Nation,Name,France
General_Sea_Area,Name,Western Channel,Part_of,,,,,IHO_Sea_Area,Name,English Channel
Strait,Name,Florida Strait,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,Greek Aegean,Part_of,,,,,IHO_Sea_Area,Name,Aegean Sea
General_Sea_Area,Name,Indian Sector of Southern Ocean,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
Strait,Name,Kilakami,Part_of,,,,,Nation,Name,Sri Lanka
General_Sea_Area,Name,South Mediterranean,Part_of,,,,,IHO_Sea_Area,Name,Mediterranean Sea
General_Sea_Area,Name,South West Atlantic,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
Strait,Name,Sapeh Strait,Part_of,,,,,Nation,Name,Indonesia
General_Sea_Area,Name,South East Pacific,Part_of,,,,,Ocean,Name,Pacific Ocean
Sea,Name,Sibuyan Sea,Part_of,,,,,Nation,Name,Philippines
General_Sea_Area,Name,West Alboran Sea,Part_of,,,,,IHO_Sea_Area,Name,Alboran Sea
General_Sea_Area,Name,West Alboran Sea,Adjacent_to,,,,,Nation,Name,Morocco
General_Sea_Area,Name,West Alboran Sea,Adjacent_to,,,,,Nation,Name,Spain
General_Sea_Area,Name,Western Gulf of Mexico,Part_of,,,,,IHO_Sea_Area,Name,Gulf of Mexico
General_Sea_Area,Name,Subantarctic Waters,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
General_Sea_Area,Name,North East Pacific,Part_of,,,,,Ocean,Name,Pacific Ocean
General_Sea_Area,Name,North Bay of Bengal,Part_of,,,,,IHO_Sea_Area,Name,Bay of Bengal
General_Sea_Area,Name,North Pacific Deep Water,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
General_Sea_Area,Name,Northern North Sea,Part_of,,,,,IHO_Sea_Area,Name,North Sea
General_Sea_Area,Name,South Atlantic Deep,Part_of,,,,,General_Sea_Area,Name,Atlantic Ocean
General_Sea_Area,Name,South Central Mediterranean,Part_of,,,,,IHO_Sea_Area,Name,Mediterranean Sea
General_Sea_Area,Name,South Eastern Indian Ocean,Part_of,,,,,IHO_Sea_Area,Name,Indian Ocean
General_Sea_Area,Name,South Indian Ocean,Part_of,,,,,IHO_Sea_Area,Name,Indian Ocean
General_Sea_Area,Name,South Japan Sea,Part_of,,,,,IHO_Sea_Area,Name,Japan Sea
General_Sea_Area,Name,South Pacific Deep,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
General_Sea_Area,Name,Southern Ocean Deep,Part_of,,,,,IHO_Sea_Area,Name,Southern Ocean
General_Sea_Area,Name,Eastern Central Atlantic,Part_of,,,,,General_Sea_Area,Name,Central Atlantic Ocean
General_Sea_Area,Name,Western Central Atlantic,Part_of,,,,,General_Sea_Area,Name,Central Atlantic Ocean
General_Sea_Area,Name,Eastern Arctic Ocean,Part_of,,,,,IHO_Sea_Area,Name,Arctic Ocean
General_Sea_Area,Name,North Eastern Arctic Ocean,Part_of,,,,,IHO_Sea_Area,Name,Arctic Ocean
General_Sea_Area,Name,Central North Atlantic,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Eastern North Atlantic,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Northern North Atlantic,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Western North Atlantic,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Tropical North Atlantic,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,South eastern North Atlantic,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,South Western North Atlantic,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Central South Atlantic,Part_of,,,,,IHO_Sea_Area,Name,South Atlantic Ocean
General_Sea_Area,Name,Eastern South Atlantic,Part_of,,,,,IHO_Sea_Area,Name,South Atlantic Ocean
General_Sea_Area,Name,North Eastern South Atlantic,Part_of,,,,,IHO_Sea_Area,Name,South Atlantic Ocean
General_Sea_Area,Name,North Western South Atlantic,Part_of,,,,,IHO_Sea_Area,Name,South Atlantic Ocean
General_Sea_Area,Name,Southern South Atlantic,Part_of,,,,,IHO_Sea_Area,Name,South Atlantic Ocean
General_Sea_Area,Name,Western South Atlantic,Part_of,,,,,Nation,Name,South Africa
General_Sea_Area,Name,Subtropical North Atlantic,Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
General_Sea_Area,Name,Subtropical South Atlantic,Part_of,,,,,IHO_Sea_Area,Name,South Atlantic Ocean
General_Sea_Area,Name,South-subtropical Central Atlantic,Part_of,,,,,General_Sea_Area,Name,Subtropical Atlantic
General_Sea_Area,Name,Central Indian Ocean,Part_of,,,,,IHO_Sea_Area,Name,Indian Ocean
General_Sea_Area,Name,North East Indian Ocean,Part_of,,,,,IHO_Sea_Area,Name,Indian Ocean
General_Sea_Area,Name,North Indian Ocean,Part_of,,,,,IHO_Sea_Area,Name,Indian Ocean
General_Sea_Area,Name,North West Indian Ocean,Part_of,,,,,IHO_Sea_Area,Name,Indian Ocean
General_Sea_Area,Name,Eastern Central Pacific,Part_of,,,,,Ocean,Name,Pacific Ocean
General_Sea_Area,Name,Central North Pacific,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
General_Sea_Area,Name,Eastern North Pacific,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
General_Sea_Area,Name,Northern North Pacific,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
General_Sea_Area,Name,South Western North Pacific,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
General_Sea_Area,Name,Western North Pacific,Part_of,,,,,IHO_Sea_Area,Name,North Pacific Ocean
General_Sea_Area,Name,Central South Pacific,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
General_Sea_Area,Name,Eastern South Pacific,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
General_Sea_Area,Name,South West Pacific Ocean,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
General_Sea_Area,Name,Western South Pacific,Part_of,,,,,IHO_Sea_Area,Name,South Pacific Ocean
General_Sea_Area,Name,Tropical Pacific Ocean,Part_of,,,,,Ocean,Name,Pacific Ocean
General_Sea_Area,Name,Tropical East Pacific,Part_of,,,,,Ocean,Name,Pacific Ocean
General_Sea_Area,Name,Tropical West Pacific,Part_of,,,,,Ocean,Name,Pacific Ocean
General_Sea_Area,Name,Central Indo-Pacific,Part_of,,,,,General_Sea_Area,Name,Indo-Pacific Ocean
General_Sea_Area,Name,Tropical Indo-Pacific,Part_of,,,,,General_Sea_Area,Name,Indo-Pacific Ocean
General_Sea_Area,Name,Subtropical Indo-Pacific,Part_of,,,,,General_Sea_Area,Name,Indo-Pacific Ocean
General_Sea_Area,Name,Central Western Indo-Pacific,Part_of,,,,,General_Sea_Area,Name,Indo West Pacific
General_Sea_Area,Name,North Western Indo-Pacific,Part_of,,,,,General_Sea_Area,Name,Indo-Pacific Ocean
General_Sea_Area,Name,Tropical Western Indo-Pacific,Part_of,,,,,General_Sea_Area,Name,Indo-Pacific Ocean
General_Sea_Area,Name,Subtropical Western Indo-Pacific,Part_of,,,,,General_Sea_Area,Name,Indo-Pacific Ocean
General_Sea_Area,Name,Western Arctic Ocean,Part_of,,,,,IHO_Sea_Area,Name,Arctic Ocean
General_Sea_Area,Name,South Caribbean Sea,Part_of,,,,,IHO_Sea_Area,Name,Caribbean Sea
General_Sea_Area,Name,Central Pacific Ocean,Part_of,,,,,Ocean,Name,Pacific Ocean
General_Sea_Area,Name,Pacific Central American Deep,Part_of,,,,,Ocean,Name,Pacific Ocean
Strait,Name,"Belle Isle, Strait of",Part_of,,,,,IHO_Sea_Area,Name,North Atlantic Ocean
Strait,Name,"Belle Isle, Strait of",Part_of,,,,,IHO_Sea_Area,Name,Gulf of Saint Lawrence
